sample,bioproject,group,biosample,acc,fastq_1,fastq_2,fna
liang_100_enriched,PRJNA524703,liang_100,SAMN11031368,SRR8652812,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_100/liang_100_enriched/readdownload/SRR8652812_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_100/liang_100_enriched/readdownload/SRR8652812_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_100/liang_100_enriched/megahit/liang_100_enriched.contigs.fa.gz
liang_100_unenriched,PRJNA524703,liang_100,SAMN11031368,SRR9670878,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_100/liang_100_unenriched/readdownload/SRR9670878_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_100/liang_100_unenriched/readdownload/SRR9670878_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_100/liang_100_unenriched/megahit/liang_100_unenriched.contigs.fa.gz
liang_101_enriched,PRJNA524703,liang_101,SAMN11031369,SRR8652813,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_101/liang_101_enriched/readdownload/SRR8652813_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_101/liang_101_enriched/readdownload/SRR8652813_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_101/liang_101_enriched/megahit/liang_101_enriched.contigs.fa.gz
liang_101_unenriched,PRJNA524703,liang_101,SAMN11031369,SRR9670879,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_101/liang_101_unenriched/readdownload/SRR9670879_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_101/liang_101_unenriched/readdownload/SRR9670879_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_101/liang_101_unenriched/megahit/liang_101_unenriched.contigs.fa.gz
liang_105_enriched,PRJNA524703,liang_105,SAMN11031371,SRR8653159,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_105/liang_105_enriched/readdownload/SRR8653159_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_105/liang_105_enriched/readdownload/SRR8653159_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_105/liang_105_enriched/megahit/liang_105_enriched.contigs.fa.gz
liang_105_unenriched,PRJNA524703,liang_105,SAMN11031371,SRR9670881,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_105/liang_105_unenriched/readdownload/SRR9670881_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_105/liang_105_unenriched/readdownload/SRR9670881_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_105/liang_105_unenriched/megahit/liang_105_unenriched.contigs.fa.gz
liang_126_enriched,PRJNA524703,liang_126,SAMN11031377,SRR8653153,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_126/liang_126_enriched/readdownload/SRR8653153_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_126/liang_126_enriched/readdownload/SRR8653153_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_126/liang_126_enriched/megahit/liang_126_enriched.contigs.fa.gz
liang_126_unenriched,PRJNA524703,liang_126,SAMN11031377,SRR9670871,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_126/liang_126_unenriched/readdownload/SRR9670871_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_126/liang_126_unenriched/readdownload/SRR9670871_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_126/liang_126_unenriched/megahit/liang_126_unenriched.contigs.fa.gz
liang_133_enriched,PRJNA524703,liang_133,SAMN11031379,SRR8653151,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_133/liang_133_enriched/readdownload/SRR8653151_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_133/liang_133_enriched/readdownload/SRR8653151_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_133/liang_133_enriched/megahit/liang_133_enriched.contigs.fa.gz
liang_133_unenriched,PRJNA524703,liang_133,SAMN11031379,SRR9670862,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_133/liang_133_unenriched/readdownload/SRR9670862_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_133/liang_133_unenriched/readdownload/SRR9670862_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_133/liang_133_unenriched/megahit/liang_133_unenriched.contigs.fa.gz
liang_145_enriched,PRJNA524703,liang_145,SAMN11031382,SRR8652818,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_145/liang_145_enriched/readdownload/SRR8652818_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_145/liang_145_enriched/readdownload/SRR8652818_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_145/liang_145_enriched/megahit/liang_145_enriched.contigs.fa.gz
liang_145_unenriched,PRJNA524703,liang_145,SAMN11031382,SRR9670865,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_145/liang_145_unenriched/readdownload/SRR9670865_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_145/liang_145_unenriched/readdownload/SRR9670865_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_145/liang_145_unenriched/megahit/liang_145_unenriched.contigs.fa.gz
liang_215_enriched,PRJNA524703,liang_215,SAMN11031398,SRR8652906,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_215/liang_215_enriched/readdownload/SRR8652906_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_215/liang_215_enriched/readdownload/SRR8652906_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_215/liang_215_enriched/megahit/liang_215_enriched.contigs.fa.gz
liang_215_unenriched,PRJNA524703,liang_215,SAMN11031398,SRR9670859,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_215/liang_215_unenriched/readdownload/SRR9670859_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_215/liang_215_unenriched/readdownload/SRR9670859_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_215/liang_215_unenriched/megahit/liang_215_unenriched.contigs.fa.gz
liang_230_enriched,PRJNA524703,liang_230,SAMN11031402,SRR8653269,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_230/liang_230_enriched/readdownload/SRR8653269_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_230/liang_230_enriched/readdownload/SRR8653269_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_230/liang_230_enriched/megahit/liang_230_enriched.contigs.fa.gz
liang_230_unenriched,PRJNA524703,liang_230,SAMN11031402,SRR9670855,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_230/liang_230_unenriched/readdownload/SRR9670855_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_230/liang_230_unenriched/readdownload/SRR9670855_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_230/liang_230_unenriched/megahit/liang_230_unenriched.contigs.fa.gz
liang_233_enriched,PRJNA524703,liang_233,SAMN11031404,SRR8653271,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_233/liang_233_enriched/readdownload/SRR8653271_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_233/liang_233_enriched/readdownload/SRR8653271_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_233/liang_233_enriched/megahit/liang_233_enriched.contigs.fa.gz
liang_233_unenriched,PRJNA524703,liang_233,SAMN11031404,SRR9670922,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_233/liang_233_unenriched/readdownload/SRR9670922_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_233/liang_233_unenriched/readdownload/SRR9670922_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_233/liang_233_unenriched/megahit/liang_233_unenriched.contigs.fa.gz
liang_234_enriched,PRJNA524703,liang_234,SAMN11031405,SRR8653272,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_234/liang_234_enriched/readdownload/SRR8653272_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_234/liang_234_enriched/readdownload/SRR8653272_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_234/liang_234_enriched/megahit/liang_234_enriched.contigs.fa.gz
liang_234_unenriched,PRJNA524703,liang_234,SAMN11031405,SRR9670913,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_234/liang_234_unenriched/readdownload/SRR9670913_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_234/liang_234_unenriched/readdownload/SRR9670913_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_234/liang_234_unenriched/megahit/liang_234_unenriched.contigs.fa.gz
liang_245_enriched,PRJNA524703,liang_245,SAMN11031407,SRR8653274,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_245/liang_245_enriched/readdownload/SRR8653274_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_245/liang_245_enriched/readdownload/SRR8653274_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_245/liang_245_enriched/megahit/liang_245_enriched.contigs.fa.gz
liang_245_unenriched,PRJNA524703,liang_245,SAMN11031407,SRR9670917,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_245/liang_245_unenriched/readdownload/SRR9670917_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_245/liang_245_unenriched/readdownload/SRR9670917_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_245/liang_245_unenriched/megahit/liang_245_unenriched.contigs.fa.gz
liang_261_enriched,PRJNA524703,liang_261,SAMN11031410,SRR8653180,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_261/liang_261_enriched/readdownload/SRR8653180_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_261/liang_261_enriched/readdownload/SRR8653180_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_261/liang_261_enriched/megahit/liang_261_enriched.contigs.fa.gz
liang_261_unenriched,PRJNA524703,liang_261,SAMN11031410,SRR9670882,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_261/liang_261_unenriched/readdownload/SRR9670882_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_261/liang_261_unenriched/readdownload/SRR9670882_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_261/liang_261_unenriched/megahit/liang_261_unenriched.contigs.fa.gz
liang_275_enriched,PRJNA524703,liang_275,SAMN11031413,SRR8653181,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_275/liang_275_enriched/readdownload/SRR8653181_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_275/liang_275_enriched/readdownload/SRR8653181_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_275/liang_275_enriched/megahit/liang_275_enriched.contigs.fa.gz
liang_275_unenriched,PRJNA524703,liang_275,SAMN11031413,SRR9670884,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_275/liang_275_unenriched/readdownload/SRR9670884_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_275/liang_275_unenriched/readdownload/SRR9670884_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_275/liang_275_unenriched/megahit/liang_275_unenriched.contigs.fa.gz
liang_280_enriched,PRJNA524703,liang_280,SAMN11031415,SRR8653183,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_280/liang_280_enriched/readdownload/SRR8653183_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_280/liang_280_enriched/readdownload/SRR8653183_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_280/liang_280_enriched/megahit/liang_280_enriched.contigs.fa.gz
liang_280_unenriched,PRJNA524703,liang_280,SAMN11031415,SRR9670930,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_280/liang_280_unenriched/readdownload/SRR9670930_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_280/liang_280_unenriched/readdownload/SRR9670930_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_280/liang_280_unenriched/megahit/liang_280_unenriched.contigs.fa.gz
liang_283_enriched,PRJNA524703,liang_283,SAMN11031417,SRR8653185,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_283/liang_283_enriched/readdownload/SRR8653185_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_283/liang_283_enriched/readdownload/SRR8653185_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_283/liang_283_enriched/megahit/liang_283_enriched.contigs.fa.gz
liang_283_unenriched,PRJNA524703,liang_283,SAMN11031417,SRR9670908,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_283/liang_283_unenriched/readdownload/SRR9670908_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_283/liang_283_unenriched/readdownload/SRR9670908_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_283/liang_283_unenriched/megahit/liang_283_unenriched.contigs.fa.gz
