sample,bioproject,group,biosample,acc,fastq_1,fastq_2
SAMN33100634_SRR23346230_cf,prjna931830,SRR23346230,SAMN33100634,SRR23346230,,
SAMN33100654_SRR23346208_cf,prjna931830,SRR23346208,SAMN33100654,SRR23346208,,
SAMN33100637_SRR23346227_cf,prjna931830,SRR23346227,SAMN33100637,SRR23346227,,
SAMN33100417_SRR23346073_cf,prjna931830,SRR23346073,SAMN33100417,SRR23346073,,
SAMN33100601_SRR23346057_cf,prjna931830,SRR23346057,SAMN33100601,SRR23346057,,
SAMN33100402_SRR23346189_cf,prjna931830,SRR23346189,SAMN33100402,SRR23346189,,
SAMN33100628_SRR23346236_cf,prjna931830,SRR23346236,SAMN33100628,SRR23346236,,
SAMN33100399_SRR23346286_cf,prjna931830,SRR23346286,SAMN33100399,SRR23346286,,
SAMN33100558_SRR23346129_cf,prjna931830,SRR23346129,SAMN33100558,SRR23346129,,
SAMN33100472_SRR23346086_cf,prjna931830,SRR23346086,SAMN33100472,SRR23346086,,
SAMN33100462_SRR23346097_cf,prjna931830,SRR23346097,SAMN33100462,SRR23346097,,
SAMN33100560_SRR23346127_cf,prjna931830,SRR23346127,SAMN33100560,SRR23346127,,
SAMN33100556_SRR23346132_cf,prjna931830,SRR23346132,SAMN33100556,SRR23346132,,
SAMN33100571_SRR23346115_cf,prjna931830,SRR23346115,SAMN33100571,SRR23346115,,
SAMN33100424_SRR23346204_cf,prjna931830,SRR23346204,SAMN33100424,SRR23346204,,
SAMN33100418_SRR23346061_cf,prjna931830,SRR23346061,SAMN33100418,SRR23346061,,
SAMN33100490_SRR23346155_cf,prjna931830,SRR23346155,SAMN33100490,SRR23346155,,
SAMN33100621_SRR23346244_cf,prjna931830,SRR23346244,SAMN33100621,SRR23346244,,
SAMN33100458_SRR23346029_cf,prjna931830,SRR23346029,SAMN33100458,SRR23346029,,
SAMN33100474_SRR23346084_cf,prjna931830,SRR23346084,SAMN33100474,SRR23346084,,
SAMN33100620_SRR23346245_cf,prjna931830,SRR23346245,SAMN33100620,SRR23346245,,
SAMN33100414_SRR23346130_cf,prjna931830,SRR23346130,SAMN33100414,SRR23346130,,
SAMN33100597_SRR23346063_cf,prjna931830,SRR23346063,SAMN33100597,SRR23346063,,
SAMN33100543_SRR23346146_cf,prjna931830,SRR23346146,SAMN33100543,SRR23346146,,
SAMN33100494_SRR23346151_cf,prjna931830,SRR23346151,SAMN33100494,SRR23346151,,
SAMN33100534_SRR23346173_cf,prjna931830,SRR23346173,SAMN33100534,SRR23346173,,
SAMN33100519_SRR23346261_cf,prjna931830,SRR23346261,SAMN33100519,SRR23346261,,
SAMN33100427_SRR23346201_cf,prjna931830,SRR23346201,SAMN33100427,SRR23346201,,
SAMN33100509_SRR23346272_cf,prjna931830,SRR23346272,SAMN33100509,SRR23346272,,
SAMN33100457_SRR23346031_cf,prjna931830,SRR23346031,SAMN33100457,SRR23346031,,
SAMN33100572_SRR23346114_cf,prjna931830,SRR23346114,SAMN33100572,SRR23346114,,
SAMN33100439_SRR23346050_cf,prjna931830,SRR23346050,SAMN33100439,SRR23346050,,
SAMN33100600_SRR23346058_cf,prjna931830,SRR23346058,SAMN33100600,SRR23346058,,
SAMN33100491_SRR23346154_cf,prjna931830,SRR23346154,SAMN33100491,SRR23346154,,
SAMN33100527_SRR23346181_cf,prjna931830,SRR23346181,SAMN33100527,SRR23346181,,
SAMN33100573_SRR23346113_cf,prjna931830,SRR23346113,SAMN33100573,SRR23346113,,
SAMN33100471_SRR23346087_cf,prjna931830,SRR23346087,SAMN33100471,SRR23346087,,
SAMN33100644_SRR23346219_cf,prjna931830,SRR23346219,SAMN33100644,SRR23346219,,
SAMN33100578_SRR23346107_cf,prjna931830,SRR23346107,SAMN33100578,SRR23346107,,
SAMN33100650_SRR23346212_cf,prjna931830,SRR23346212,SAMN33100650,SRR23346212,,
SAMN33100423_SRR23346215_cf,prjna931830,SRR23346215,SAMN33100423,SRR23346215,,
SAMN33100497_SRR23346148_cf,prjna931830,SRR23346148,SAMN33100497,SRR23346148,,
SAMN33100529_SRR23346178_cf,prjna931830,SRR23346178,SAMN33100529,SRR23346178,,
SAMN33100483_SRR23346163_cf,prjna931830,SRR23346163,SAMN33100483,SRR23346163,,
SAMN33100459_SRR23346028_cf,prjna931830,SRR23346028,SAMN33100459,SRR23346028,,
SAMN33100629_SRR23346235_cf,prjna931830,SRR23346235,SAMN33100629,SRR23346235,,
SAMN33100408_SRR23346285_cf,prjna931830,SRR23346285,SAMN33100408,SRR23346285,,
SAMN33100460_SRR23346099_cf,prjna931830,SRR23346099,SAMN33100460,SRR23346099,,
SAMN33100503_SRR23346279_cf,prjna931830,SRR23346279,SAMN33100503,SRR23346279,,
SAMN33100502_SRR23346280_cf,prjna931830,SRR23346280,SAMN33100502,SRR23346280,,
SAMN33100630_SRR23346234_cf,prjna931830,SRR23346234,SAMN33100630,SRR23346234,,
SAMN33100643_SRR23346220_cf,prjna931830,SRR23346220,SAMN33100643,SRR23346220,,
SAMN33100522_SRR23346186_cf,prjna931830,SRR23346186,SAMN33100522,SRR23346186,,
SAMN33100582_SRR23346103_cf,prjna931830,SRR23346103,SAMN33100582,SRR23346103,,
SAMN33100608_SRR23346258_cf,prjna931830,SRR23346258,SAMN33100608,SRR23346258,,
SAMN33100506_SRR23346276_cf,prjna931830,SRR23346276,SAMN33100506,SRR23346276,,
SAMN33100603_SRR23346055_cf,prjna931830,SRR23346055,SAMN33100603,SRR23346055,,
SAMN33100448_SRR23346040_cf,prjna931830,SRR23346040,SAMN33100448,SRR23346040,,
SAMN33100468_SRR23346090_cf,prjna931830,SRR23346090,SAMN33100468,SRR23346090,,
SAMN33100435_SRR23346192_cf,prjna931830,SRR23346192,SAMN33100435,SRR23346192,,
SAMN33100455_SRR23346033_cf,prjna931830,SRR23346033,SAMN33100455,SRR23346033,,
SAMN33100552_SRR23346136_cf,prjna931830,SRR23346136,SAMN33100552,SRR23346136,,
SAMN33100413_SRR23346141_cf,prjna931830,SRR23346141,SAMN33100413,SRR23346141,,
SAMN33100442_SRR23346047_cf,prjna931830,SRR23346047,SAMN33100442,SRR23346047,,
SAMN33100550_SRR23346138_cf,prjna931830,SRR23346138,SAMN33100550,SRR23346138,,
SAMN33100469_SRR23346089_cf,prjna931830,SRR23346089,SAMN33100469,SRR23346089,,
SAMN33100481_SRR23346076_cf,prjna931830,SRR23346076,SAMN33100481,SRR23346076,,
SAMN33100398_SRR23346287_cf,prjna931830,SRR23346287,SAMN33100398,SRR23346287,,
SAMN33100587_SRR23346074_cf,prjna931830,SRR23346074,SAMN33100587,SRR23346074,,
SAMN33100615_SRR23346251_cf,prjna931830,SRR23346251,SAMN33100615,SRR23346251,,
SAMN33100538_SRR23346168_cf,prjna931830,SRR23346168,SAMN33100538,SRR23346168,,
SAMN33100594_SRR23346066_cf,prjna931830,SRR23346066,SAMN33100594,SRR23346066,,
SAMN33100657_SRR23346205_cf,prjna931830,SRR23346205,SAMN33100657,SRR23346205,,
SAMN33100415_SRR23346119_cf,prjna931830,SRR23346119,SAMN33100415,SRR23346119,,
SAMN33100499_SRR23346283_cf,prjna931830,SRR23346283,SAMN33100499,SRR23346283,,
SAMN33100640_SRR23346223_cf,prjna931830,SRR23346223,SAMN33100640,SRR23346223,,
SAMN33100411_SRR23346180_cf,prjna931830,SRR23346180,SAMN33100411,SRR23346180,,
SAMN33100567_SRR23346120_cf,prjna931830,SRR23346120,SAMN33100567,SRR23346120,,
SAMN33100585_SRR23346100_cf,prjna931830,SRR23346100,SAMN33100585,SRR23346100,,
SAMN33100646_SRR23346217_cf,prjna931830,SRR23346217,SAMN33100646,SRR23346217,,
SAMN33100583_SRR23346102_cf,prjna931830,SRR23346102,SAMN33100583,SRR23346102,,
SAMN33100545_SRR23346144_cf,prjna931830,SRR23346144,SAMN33100545,SRR23346144,,
SAMN33100528_SRR23346179_cf,prjna931830,SRR23346179,SAMN33100528,SRR23346179,,
SAMN33100507_SRR23346275_cf,prjna931830,SRR23346275,SAMN33100507,SRR23346275,,
SAMN33100422_SRR23346226_cf,prjna931830,SRR23346226,SAMN33100422,SRR23346226,,
SAMN33100596_SRR23346064_cf,prjna931830,SRR23346064,SAMN33100596,SRR23346064,,
SAMN33100441_SRR23346048_cf,prjna931830,SRR23346048,SAMN33100441,SRR23346048,,
SAMN33100569_SRR23346117_cf,prjna931830,SRR23346117,SAMN33100569,SRR23346117,,
SAMN33100518_SRR23346262_cf,prjna931830,SRR23346262,SAMN33100518,SRR23346262,,
SAMN33100426_SRR23346202_cf,prjna931830,SRR23346202,SAMN33100426,SRR23346202,,
SAMN33100456_SRR23346032_cf,prjna931830,SRR23346032,SAMN33100456,SRR23346032,,
SAMN33100511_SRR23346270_cf,prjna931830,SRR23346270,SAMN33100511,SRR23346270,,
SAMN33100420_SRR23346248_cf,prjna931830,SRR23346248,SAMN33100420,SRR23346248,,
SAMN33100467_SRR23346092_cf,prjna931830,SRR23346092,SAMN33100467,SRR23346092,,
SAMN33100561_SRR23346126_cf,prjna931830,SRR23346126,SAMN33100561,SRR23346126,,
SAMN33100438_SRR23346051_cf,prjna931830,SRR23346051,SAMN33100438,SRR23346051,,
SAMN33100512_SRR23346269_cf,prjna931830,SRR23346269,SAMN33100512,SRR23346269,,
SAMN33100624_SRR23346241_cf,prjna931830,SRR23346241,SAMN33100624,SRR23346241,,
SAMN33100653_SRR23346209_cf,prjna931830,SRR23346209,SAMN33100653,SRR23346209,,
SAMN33100526_SRR23346182_cf,prjna931830,SRR23346182,SAMN33100526,SRR23346182,,
SAMN33100565_SRR23346122_cf,prjna931830,SRR23346122,SAMN33100565,SRR23346122,,
SAMN33100530_SRR23346177_cf,prjna931830,SRR23346177,SAMN33100530,SRR23346177,,
SAMN33100652_SRR23346210_cf,prjna931830,SRR23346210,SAMN33100652,SRR23346210,,
SAMN33100531_SRR23346176_cf,prjna931830,SRR23346176,SAMN33100531,SRR23346176,,
SAMN33100554_SRR23346134_cf,prjna931830,SRR23346134,SAMN33100554,SRR23346134,,
SAMN33100605_SRR23346053_cf,prjna931830,SRR23346053,SAMN33100605,SRR23346053,,
SAMN33100559_SRR23346128_cf,prjna931830,SRR23346128,SAMN33100559,SRR23346128,,
SAMN33100515_SRR23346266_cf,prjna931830,SRR23346266,SAMN33100515,SRR23346266,,
SAMN33100453_SRR23346035_cf,prjna931830,SRR23346035,SAMN33100453,SRR23346035,,
SAMN33100514_SRR23346267_cf,prjna931830,SRR23346267,SAMN33100514,SRR23346267,,
SAMN33100478_SRR23346079_cf,prjna931830,SRR23346079,SAMN33100478,SRR23346079,,
SAMN33100655_SRR23346207_cf,prjna931830,SRR23346207,SAMN33100655,SRR23346207,,
SAMN33100540_SRR23346166_cf,prjna931830,SRR23346166,SAMN33100540,SRR23346166,,
SAMN33100412_SRR23346169_cf,prjna931830,SRR23346169,SAMN33100412,SRR23346169,,
SAMN33100403_SRR23346041_cf,prjna931830,SRR23346041,SAMN33100403,SRR23346041,,
SAMN33100627_SRR23346238_cf,prjna931830,SRR23346238,SAMN33100627,SRR23346238,,
SAMN33100464_SRR23346095_cf,prjna931830,SRR23346095,SAMN33100464,SRR23346095,,
SAMN33100537_SRR23346170_cf,prjna931830,SRR23346170,SAMN33100537,SRR23346170,,
SAMN33100539_SRR23346167_cf,prjna931830,SRR23346167,SAMN33100539,SRR23346167,,
SAMN33100454_SRR23346034_cf,prjna931830,SRR23346034,SAMN33100454,SRR23346034,,
SAMN33100449_SRR23346039_cf,prjna931830,SRR23346039,SAMN33100449,SRR23346039,,
SAMN33100432_SRR23346195_cf,prjna931830,SRR23346195,SAMN33100432,SRR23346195,,
SAMN33100498_SRR23346284_cf,prjna931830,SRR23346284,SAMN33100498,SRR23346284,,
SAMN33100576_SRR23346110_cf,prjna931830,SRR23346110,SAMN33100576,SRR23346110,,
SAMN33100461_SRR23346098_cf,prjna931830,SRR23346098,SAMN33100461,SRR23346098,,
SAMN33100492_SRR23346153_cf,prjna931830,SRR23346153,SAMN33100492,SRR23346153,,
SAMN33100614_SRR23346252_cf,prjna931830,SRR23346252,SAMN33100614,SRR23346252,,
SAMN33100508_SRR23346273_cf,prjna931830,SRR23346273,SAMN33100508,SRR23346273,,
SAMN33100557_SRR23346131_cf,prjna931830,SRR23346131,SAMN33100557,SRR23346131,,
SAMN33100407_SRR23346158_cf,prjna931830,SRR23346158,SAMN33100407,SRR23346158,,
SAMN33100649_SRR23346213_cf,prjna931830,SRR23346213,SAMN33100649,SRR23346213,,
SAMN33100516_SRR23346265_cf,prjna931830,SRR23346265,SAMN33100516,SRR23346265,,
SAMN33100606_SRR23346052_cf,prjna931830,SRR23346052,SAMN33100606,SRR23346052,,
SAMN33100433_SRR23346194_cf,prjna931830,SRR23346194,SAMN33100433,SRR23346194,,
SAMN33100419_SRR23346259_cf,prjna931830,SRR23346259,SAMN33100419,SRR23346259,,
SAMN33100607_SRR23346260_cf,prjna931830,SRR23346260,SAMN33100607,SRR23346260,,
SAMN33100401_SRR23346200_cf,prjna931830,SRR23346200,SAMN33100401,SRR23346200,,
SAMN33100486_SRR23346160_cf,prjna931830,SRR23346160,SAMN33100486,SRR23346160,,
SAMN33100535_SRR23346172_cf,prjna931830,SRR23346172,SAMN33100535,SRR23346172,,
SAMN33100647_SRR23346216_cf,prjna931830,SRR23346216,SAMN33100647,SRR23346216,,
SAMN33100416_SRR23346108_cf,prjna931830,SRR23346108,SAMN33100416,SRR23346108,,
SAMN33100609_SRR23346257_cf,prjna931830,SRR23346257,SAMN33100609,SRR23346257,,
SAMN33100476_SRR23346082_cf,prjna931830,SRR23346082,SAMN33100476,SRR23346082,,
SAMN33100446_SRR23346043_cf,prjna931830,SRR23346043,SAMN33100446,SRR23346043,,
SAMN33100574_SRR23346112_cf,prjna931830,SRR23346112,SAMN33100574,SRR23346112,,
SAMN33100544_SRR23346145_cf,prjna931830,SRR23346145,SAMN33100544,SRR23346145,,
SAMN33100470_SRR23346088_cf,prjna931830,SRR23346088,SAMN33100470,SRR23346088,,
SAMN33100570_SRR23346116_cf,prjna931830,SRR23346116,SAMN33100570,SRR23346116,,
SAMN33100623_SRR23346242_cf,prjna931830,SRR23346242,SAMN33100623,SRR23346242,,
SAMN33100447_SRR23346042_cf,prjna931830,SRR23346042,SAMN33100447,SRR23346042,,
SAMN33100484_SRR23346162_cf,prjna931830,SRR23346162,SAMN33100484,SRR23346162,,
SAMN33100604_SRR23346054_cf,prjna931830,SRR23346054,SAMN33100604,SRR23346054,,
SAMN33100546_SRR23346143_cf,prjna931830,SRR23346143,SAMN33100546,SRR23346143,,
SAMN33100591_SRR23346069_cf,prjna931830,SRR23346069,SAMN33100591,SRR23346069,,
SAMN33100553_SRR23346135_cf,prjna931830,SRR23346135,SAMN33100553,SRR23346135,,
SAMN33100523_SRR23346185_cf,prjna931830,SRR23346185,SAMN33100523,SRR23346185,,
SAMN33100633_SRR23346231_cf,prjna931830,SRR23346231,SAMN33100633,SRR23346231,,
SAMN33100584_SRR23346101_cf,prjna931830,SRR23346101,SAMN33100584,SRR23346101,,
SAMN33100444_SRR23346045_cf,prjna931830,SRR23346045,SAMN33100444,SRR23346045,,
SAMN33100410_SRR23346263_cf,prjna931830,SRR23346263,SAMN33100410,SRR23346263,,
SAMN33100409_SRR23346274_cf,prjna931830,SRR23346274,SAMN33100409,SRR23346274,,
SAMN33100487_SRR23346159_cf,prjna931830,SRR23346159,SAMN33100487,SRR23346159,,
SAMN33100581_SRR23346104_cf,prjna931830,SRR23346104,SAMN33100581,SRR23346104,,
SAMN33100406_SRR23346080_cf,prjna931830,SRR23346080,SAMN33100406,SRR23346080,,
SAMN33100611_SRR23346255_cf,prjna931830,SRR23346255,SAMN33100611,SRR23346255,,
SAMN33100568_SRR23346118_cf,prjna931830,SRR23346118,SAMN33100568,SRR23346118,,
SAMN33100588_SRR23346072_cf,prjna931830,SRR23346072,SAMN33100588,SRR23346072,,
SAMN33100617_SRR23346249_cf,prjna931830,SRR23346249,SAMN33100617,SRR23346249,,
SAMN33100566_SRR23346121_cf,prjna931830,SRR23346121,SAMN33100566,SRR23346121,,
SAMN33100524_SRR23346184_cf,prjna931830,SRR23346184,SAMN33100524,SRR23346184,,
SAMN33100616_SRR23346250_cf,prjna931830,SRR23346250,SAMN33100616,SRR23346250,,
SAMN33100636_SRR23346228_cf,prjna931830,SRR23346228,SAMN33100636,SRR23346228,,
SAMN33100555_SRR23346133_cf,prjna931830,SRR23346133,SAMN33100555,SRR23346133,,
SAMN33100656_SRR23346206_cf,prjna931830,SRR23346206,SAMN33100656,SRR23346206,,
SAMN33100473_SRR23346085_cf,prjna931830,SRR23346085,SAMN33100473,SRR23346085,,
SAMN33100488_SRR23346157_cf,prjna931830,SRR23346157,SAMN33100488,SRR23346157,,
SAMN33100430_SRR23346197_cf,prjna931830,SRR23346197,SAMN33100430,SRR23346197,,
SAMN33100618_SRR23346247_cf,prjna931830,SRR23346247,SAMN33100618,SRR23346247,,
SAMN33100452_SRR23346036_cf,prjna931830,SRR23346036,SAMN33100452,SRR23346036,,
SAMN33100405_SRR23346091_cf,prjna931830,SRR23346091,SAMN33100405,SRR23346091,,
SAMN33100505_SRR23346277_cf,prjna931830,SRR23346277,SAMN33100505,SRR23346277,,
SAMN33100480_SRR23346077_cf,prjna931830,SRR23346077,SAMN33100480,SRR23346077,,
SAMN33100626_SRR23346239_cf,prjna931830,SRR23346239,SAMN33100626,SRR23346239,,
SAMN33100466_SRR23346093_cf,prjna931830,SRR23346093,SAMN33100466,SRR23346093,,
SAMN33100445_SRR23346044_cf,prjna931830,SRR23346044,SAMN33100445,SRR23346044,,
SAMN33100639_SRR23346224_cf,prjna931830,SRR23346224,SAMN33100639,SRR23346224,,
SAMN33100421_SRR23346237_cf,prjna931830,SRR23346237,SAMN33100421,SRR23346237,,
SAMN33100400_SRR23346062_cf,prjna931830,SRR23346062,SAMN33100400,SRR23346062,,
SAMN33100532_SRR23346175_cf,prjna931830,SRR23346175,SAMN33100532,SRR23346175,,
SAMN33100495_SRR23346150_cf,prjna931830,SRR23346150,SAMN33100495,SRR23346150,,
SAMN33100562_SRR23346125_cf,prjna931830,SRR23346125,SAMN33100562,SRR23346125,,
SAMN02665675_SRR1180012_cf,prjna71831,SRR1180012,SAMN02665675,SRR1180012,,
SAMN02665672_SRR1177122_cf,prjna71831,SRR1177122,SAMN02665672,SRR1177122,,
SAMN02665676_SRR1180013_cf,prjna71831,SRR1180013,SAMN02665676,SRR1180013,,
SAMN02665673_SRR1177382_cf,prjna71831,SRR1177382,SAMN02665673,SRR1177382,,
SAMN02665674_SRR1177387_cf,prjna71831,SRR1177387,SAMN02665674,SRR1177387,,
SAMN11135523_SRR8731657_cf,prjna516442,SRR8731657,SAMN11135523,SRR8731657,,
SAMN11135579_SRR8731691_cf,prjna516442,SRR8731691,SAMN11135579,SRR8731691,,
SAMN11135567_SRR8731684_cf,prjna516442,SRR8731684,SAMN11135567,SRR8731684,,
SAMN11135564_SRR8731682_cf,prjna516442,SRR8731682,SAMN11135564,SRR8731682,,
SAMN11135577_SRR8731690_cf,prjna516442,SRR8731690,SAMN11135577,SRR8731690,,
SAMN11135492_SRR8731639_cf,prjna516442,SRR8731639,SAMN11135492,SRR8731639,,
SAMN11135566_SRR8731683_cf,prjna516442,SRR8731683,SAMN11135566,SRR8731683,,
SAMN11135518_SRR8731654_cf,prjna516442,SRR8731654,SAMN11135518,SRR8731654,,
SAMN11135505_SRR8731647_cf,prjna516442,SRR8731647,SAMN11135505,SRR8731647,,
SAMN11135563_SRR8731681_cf,prjna516442,SRR8731681,SAMN11135563,SRR8731681,,
SAMN11135569_SRR8731685_cf,prjna516442,SRR8731685,SAMN11135569,SRR8731685,,
SAMN11135525_SRR8731658_cf,prjna516442,SRR8731658,SAMN11135525,SRR8731658,,
SAMN11135550_SRR8731673_cf,prjna516442,SRR8731673,SAMN11135550,SRR8731673,,
SAMN11135570_SRR8731686_cf,prjna516442,SRR8731686,SAMN11135570,SRR8731686,,
SAMN11135561_SRR8731680_cf,prjna516442,SRR8731680,SAMN11135561,SRR8731680,,
SAMN11135484_SRR8731634_cf,prjna516442,SRR8731634,SAMN11135484,SRR8731634,,
SAMN11135528_SRR8731660_cf,prjna516442,SRR8731660,SAMN11135528,SRR8731660,,
SAMN11135469_SRR8731625_cf,prjna516442,SRR8731625,SAMN11135469,SRR8731625,,
SAMN11135491_SRR8731638_cf,prjna516442,SRR8731638,SAMN11135491,SRR8731638,,
SAMN11135475_SRR8731629_cf,prjna516442,SRR8731629,SAMN11135475,SRR8731629,,
SAMN11135580_SRR8731692_cf,prjna516442,SRR8731692,SAMN11135580,SRR8731692,,
SAMN11135572_SRR8731687_cf,prjna516442,SRR8731687,SAMN11135572,SRR8731687,,
SAMN11135575_SRR8731689_cf,prjna516442,SRR8731689,SAMN11135575,SRR8731689,,
SAMN11135464_SRR8731622_cf,prjna516442,SRR8731622,SAMN11135464,SRR8731622,,
SAMN11135496_SRR8731641_cf,prjna516442,SRR8731641,SAMN11135496,SRR8731641,,
SAMN11135582_SRR8731693_cf,prjna516442,SRR8731693,SAMN11135582,SRR8731693,,
SAMN11135460_SRR8731620_cf,prjna516442,SRR8731620,SAMN11135460,SRR8731620,,
SAMN11135494_SRR8731640_cf,prjna516442,SRR8731640,SAMN11135494,SRR8731640,,
SAMN11135535_SRR8731664_cf,prjna516442,SRR8731664,SAMN11135535,SRR8731664,,
SAMN11135497_SRR8731642_cf,prjna516442,SRR8731642,SAMN11135497,SRR8731642,,
SAMN11135486_SRR8731635_cf,prjna516442,SRR8731635,SAMN11135486,SRR8731635,,
SAMN11135522_SRR8731656_cf,prjna516442,SRR8731656,SAMN11135522,SRR8731656,,
SAMN11135532_SRR8731662_cf,prjna516442,SRR8731662,SAMN11135532,SRR8731662,,
SAMN11135477_SRR8731630_cf,prjna516442,SRR8731630,SAMN11135477,SRR8731630,,
SAMN11135472_SRR8731627_cf,prjna516442,SRR8731627,SAMN11135472,SRR8731627,,
SAMN11135545_SRR8731670_cf,prjna516442,SRR8731670,SAMN11135545,SRR8731670,,
SAMN11135467_SRR8731624_cf,prjna516442,SRR8731624,SAMN11135467,SRR8731624,,
SAMN11135481_SRR8731632_cf,prjna516442,SRR8731632,SAMN11135481,SRR8731632,,
SAMN11135499_SRR8731643_cf,prjna516442,SRR8731643,SAMN11135499,SRR8731643,,
SAMN11135482_SRR8731633_cf,prjna516442,SRR8731633,SAMN11135482,SRR8731633,,
SAMN11135500_SRR8731644_cf,prjna516442,SRR8731644,SAMN11135500,SRR8731644,,
SAMN11135474_SRR8731628_cf,prjna516442,SRR8731628,SAMN11135474,SRR8731628,,
SAMN11135530_SRR8731661_cf,prjna516442,SRR8731661,SAMN11135530,SRR8731661,,
SAMN11135507_SRR8731648_cf,prjna516442,SRR8731648,SAMN11135507,SRR8731648,,
SAMN11135462_SRR8731621_cf,prjna516442,SRR8731621,SAMN11135462,SRR8731621,,
SAMN11135538_SRR8731666_cf,prjna516442,SRR8731666,SAMN11135538,SRR8731666,,
SAMN11135502_SRR8731645_cf,prjna516442,SRR8731645,SAMN11135502,SRR8731645,,
SAMN11135489_SRR8731637_cf,prjna516442,SRR8731637,SAMN11135489,SRR8731637,,
SAMN11135543_SRR8731669_cf,prjna516442,SRR8731669,SAMN11135543,SRR8731669,,
SAMN11135487_SRR8731636_cf,prjna516442,SRR8731636,SAMN11135487,SRR8731636,,
SAMN11135548_SRR8731672_cf,prjna516442,SRR8731672,SAMN11135548,SRR8731672,,
SAMN11135520_SRR8731655_cf,prjna516442,SRR8731655,SAMN11135520,SRR8731655,,
SAMN11135513_SRR8731651_cf,prjna516442,SRR8731651,SAMN11135513,SRR8731651,,
SAMN11135479_SRR8731631_cf,prjna516442,SRR8731631,SAMN11135479,SRR8731631,,
SAMN11135540_SRR8731667_cf,prjna516442,SRR8731667,SAMN11135540,SRR8731667,,
SAMN11135511_SRR8731650_cf,prjna516442,SRR8731650,SAMN11135511,SRR8731650,,
SAMN11135584_SRR8731694_cf,prjna516442,SRR8731694,SAMN11135584,SRR8731694,,
SAMN11135515_SRR8731652_cf,prjna516442,SRR8731652,SAMN11135515,SRR8731652,,
SAMN11135533_SRR8731663_cf,prjna516442,SRR8731663,SAMN11135533,SRR8731663,,
SAMN11135574_SRR8731688_cf,prjna516442,SRR8731688,SAMN11135574,SRR8731688,,
SAMN11135527_SRR8731659_cf,prjna516442,SRR8731659,SAMN11135527,SRR8731659,,
SAMN11135504_SRR8731646_cf,prjna516442,SRR8731646,SAMN11135504,SRR8731646,,
SAMN11135509_SRR8731649_cf,prjna516442,SRR8731649,SAMN11135509,SRR8731649,,
SAMN11135541_SRR8731668_cf,prjna516442,SRR8731668,SAMN11135541,SRR8731668,,
SAMN11135517_SRR8731653_cf,prjna516442,SRR8731653,SAMN11135517,SRR8731653,,
SAMN11135471_SRR8731626_cf,prjna516442,SRR8731626,SAMN11135471,SRR8731626,,
SAMN11135465_SRR8731623_cf,prjna516442,SRR8731623,SAMN11135465,SRR8731623,,
SAMN11135536_SRR8731665_cf,prjna516442,SRR8731665,SAMN11135536,SRR8731665,,
SAMN11135546_SRR8731671_cf,prjna516442,SRR8731671,SAMN11135546,SRR8731671,,
