sample,bioproject,group,biosample,acc,fastq_1,fastq_2
SAMEA4888961_ERR2785509_cf,prjeb28553,ERR2785509,SAMEA4888961,ERR2785509,,
SAMEA4888954_ERR2785502_cf,prjeb28553,ERR2785502,SAMEA4888954,ERR2785502,,
SAMEA4888880_ERR2785429_cf,prjeb28553,ERR2785429,SAMEA4888880,ERR2785429,,
SAMEA4888962_ERR2785510_cf,prjeb28553,ERR2785510,SAMEA4888962,ERR2785510,,
SAMEA4888895_ERR2785444_cf,prjeb28553,ERR2785444,SAMEA4888895,ERR2785444,,
SAMEA4888847_ERR2785396_cf,prjeb28553,ERR2785396,SAMEA4888847,ERR2785396,,
SAMEA4888860_ERR2785409_cf,prjeb28553,ERR2785409,SAMEA4888860,ERR2785409,,
SAMEA4888881_ERR2785430_cf,prjeb28553,ERR2785430,SAMEA4888881,ERR2785430,,
SAMEA4888926_ERR2785474_cf,prjeb28553,ERR2785474,SAMEA4888926,ERR2785474,,
SAMEA4888852_ERR2785401_cf,prjeb28553,ERR2785401,SAMEA4888852,ERR2785401,,
SAMEA4888919_ERR2785467_cf,prjeb28553,ERR2785467,SAMEA4888919,ERR2785467,,
SAMEA4888810_ERR2785359_cf,prjeb28553,ERR2785359,SAMEA4888810,ERR2785359,,
SAMEA4888820_ERR2785369_cf,prjeb28553,ERR2785369,SAMEA4888820,ERR2785369,,
SAMEA4888903_ERR2785452_cf,prjeb28553,ERR2785452,SAMEA4888903,ERR2785452,,
SAMEA4888829_ERR2785378_cf,prjeb28553,ERR2785378,SAMEA4888829,ERR2785378,,
SAMEA4888823_ERR2785372_cf,prjeb28553,ERR2785372,SAMEA4888823,ERR2785372,,
SAMEA4888843_ERR2785392_cf,prjeb28553,ERR2785392,SAMEA4888843,ERR2785392,,
SAMEA4888854_ERR2785403_cf,prjeb28553,ERR2785403,SAMEA4888854,ERR2785403,,
SAMEA4888951_ERR2785499_cf,prjeb28553,ERR2785499,SAMEA4888951,ERR2785499,,
SAMEA4888857_ERR2785406_cf,prjeb28553,ERR2785406,SAMEA4888857,ERR2785406,,
SAMEA4888985_ERR2785533_cf,prjeb28553,ERR2785533,SAMEA4888985,ERR2785533,,
SAMEA4888859_ERR2785408_cf,prjeb28553,ERR2785408,SAMEA4888859,ERR2785408,,
SAMEA4888948_ERR2785496_cf,prjeb28553,ERR2785496,SAMEA4888948,ERR2785496,,
SAMEA4888971_ERR2785519_cf,prjeb28553,ERR2785519,SAMEA4888971,ERR2785519,,
SAMEA4888882_ERR2785431_cf,prjeb28553,ERR2785431,SAMEA4888882,ERR2785431,,
SAMEA4888879_ERR2785428_cf,prjeb28553,ERR2785428,SAMEA4888879,ERR2785428,,
SAMEA4888891_ERR2785440_cf,prjeb28553,ERR2785440,SAMEA4888891,ERR2785440,,
SAMEA4888965_ERR2785513_cf,prjeb28553,ERR2785513,SAMEA4888965,ERR2785513,,
SAMEA4888937_ERR2785485_cf,prjeb28553,ERR2785485,SAMEA4888937,ERR2785485,,
SAMEA114218660_ERR11831803_cf,prjeb56242,ERR11831803,SAMEA114218660,ERR11831803,,
SAMEA114218652_ERR11779033_cf,prjeb56242,ERR11779033,SAMEA114218652,ERR11779033,,
SAMEA114218665_ERR11831808_cf,prjeb56242,ERR11831808,SAMEA114218665,ERR11831808,,
SAMEA114218651_ERR11779032_cf,prjeb56242,ERR11779032,SAMEA114218651,ERR11779032,,
SAMEA114218661_ERR11831804_cf,prjeb56242,ERR11831804,SAMEA114218661,ERR11831804,,
SAMEA114218647_ERR11779028_cf,prjeb56242,ERR11779028,SAMEA114218647,ERR11779028,,
SAMEA114218658_ERR11831801_cf,prjeb56242,ERR11831801,SAMEA114218658,ERR11831801,,
SAMEA114218663_ERR11831806_cf,prjeb56242,ERR11831806,SAMEA114218663,ERR11831806,,
SAMEA114218654_ERR11779035_cf,prjeb56242,ERR11779035,SAMEA114218654,ERR11779035,,
SAMEA114218668_ERR11779039_cf,prjeb56242,ERR11779039,SAMEA114218668,ERR11779039,,
SAMEA114218643_ERR11779024_cf,prjeb56242,ERR11779024,SAMEA114218643,ERR11779024,,
SAMEA114218667_ERR11779092_cf,prjeb56242,ERR11779092,SAMEA114218667,ERR11779092,,
SAMEA114218666_ERR11831809_cf,prjeb56242,ERR11831809,SAMEA114218666,ERR11831809,,
SAMEA114218644_ERR11779025_cf,prjeb56242,ERR11779025,SAMEA114218644,ERR11779025,,
SAMEA114218663_ERR11779088_cf,prjeb56242,ERR11779088,SAMEA114218663,ERR11779088,,
SAMEA114218649_ERR11779030_cf,prjeb56242,ERR11779030,SAMEA114218649,ERR11779030,,
SAMEA114218648_ERR11779029_cf,prjeb56242,ERR11779029,SAMEA114218648,ERR11779029,,
SAMEA114218653_ERR11779034_cf,prjeb56242,ERR11779034,SAMEA114218653,ERR11779034,,
SAMEA114218657_ERR11831800_cf,prjeb56242,ERR11831800,SAMEA114218657,ERR11831800,,
SAMEA114218645_ERR11779026_cf,prjeb56242,ERR11779026,SAMEA114218645,ERR11779026,,
SAMEA114218660_ERR11779085_cf,prjeb56242,ERR11779085,SAMEA114218660,ERR11779085,,
SAMEA114218664_ERR11779089_cf,prjeb56242,ERR11779089,SAMEA114218664,ERR11779089,,
SAMEA114218659_ERR11779084_cf,prjeb56242,ERR11779084,SAMEA114218659,ERR11779084,,
SAMEA114218656_ERR11779037_cf,prjeb56242,ERR11779037,SAMEA114218656,ERR11779037,,
SAMEA114218665_ERR11779090_cf,prjeb56242,ERR11779090,SAMEA114218665,ERR11779090,,
SAMEA114218655_ERR11779036_cf,prjeb56242,ERR11779036,SAMEA114218655,ERR11779036,,
SAMEA114218664_ERR11831807_cf,prjeb56242,ERR11831807,SAMEA114218664,ERR11831807,,
SAMEA114218667_ERR11831810_cf,prjeb56242,ERR11831810,SAMEA114218667,ERR11831810,,
SAMEA114218661_ERR11779086_cf,prjeb56242,ERR11779086,SAMEA114218661,ERR11779086,,
SAMEA114218659_ERR11831802_cf,prjeb56242,ERR11831802,SAMEA114218659,ERR11831802,,
SAMEA114218646_ERR11779027_cf,prjeb56242,ERR11779027,SAMEA114218646,ERR11779027,,
SAMEA114218650_ERR11779031_cf,prjeb56242,ERR11779031,SAMEA114218650,ERR11779031,,
SAMEA114218658_ERR11779083_cf,prjeb56242,ERR11779083,SAMEA114218658,ERR11779083,,
SAMEA114218662_ERR11779087_cf,prjeb56242,ERR11779087,SAMEA114218662,ERR11779087,,
SAMEA114218657_ERR11779082_cf,prjeb56242,ERR11779082,SAMEA114218657,ERR11779082,,
SAMEA114218662_ERR11831805_cf,prjeb56242,ERR11831805,SAMEA114218662,ERR11831805,,
SAMEA114218666_ERR11779091_cf,prjeb56242,ERR11779091,SAMEA114218666,ERR11779091,,
SAMN15456126_SRR12149833_cf,prjna644285,SRR12149833,SAMN15456126,SRR12149833,,
SAMN15456121_SRR12149840_cf,prjna644285,SRR12149840,SAMN15456121,SRR12149840,,
SAMN15456124_SRR12149835_cf,prjna644285,SRR12149835,SAMN15456124,SRR12149835,,
SAMN15456132_SRR12149837_cf,prjna644285,SRR12149837,SAMN15456132,SRR12149837,,
SAMN15456130_SRR12149829_cf,prjna644285,SRR12149829,SAMN15456130,SRR12149829,,
SAMN15456125_SRR12149834_cf,prjna644285,SRR12149834,SAMN15456125,SRR12149834,,
SAMN15456127_SRR12149832_cf,prjna644285,SRR12149832,SAMN15456127,SRR12149832,,
SAMN15456131_SRR12149838_cf,prjna644285,SRR12149838,SAMN15456131,SRR12149838,,
SAMN15456128_SRR12149831_cf,prjna644285,SRR12149831,SAMN15456128,SRR12149831,,
SAMN15456123_SRR12149836_cf,prjna644285,SRR12149836,SAMN15456123,SRR12149836,,
SAMN15456122_SRR12149839_cf,prjna644285,SRR12149839,SAMN15456122,SRR12149839,,
SAMN15456129_SRR12149830_cf,prjna644285,SRR12149830,SAMN15456129,SRR12149830,,
SAMEA5554308_ERR3274634_cf,prjeb32062,ERR3274634,SAMEA5554308,ERR3274634,,
SAMEA5554290_ERR3274613_cf,prjeb32062,ERR3274613,SAMEA5554290,ERR3274613,,
SAMEA5554294_ERR3274617_cf,prjeb32062,ERR3274617,SAMEA5554294,ERR3274617,,
SAMEA5554304_ERR3274630_cf,prjeb32062,ERR3274630,SAMEA5554304,ERR3274630,,
SAMEA7379573_ERR4661017_cf,prjeb32062,ERR4661017,SAMEA7379573,ERR4661017,,
SAMEA5554309_ERR3274635_cf,prjeb32062,ERR3274635,SAMEA5554309,ERR3274635,,
SAMEA5554298_ERR3274624_cf,prjeb32062,ERR3274624,SAMEA5554298,ERR3274624,,
SAMEA5554305_ERR3274631_cf,prjeb32062,ERR3274631,SAMEA5554305,ERR3274631,,
SAMEA5554293_ERR3274616_cf,prjeb32062,ERR3274616,SAMEA5554293,ERR3274616,,
SAMEA5554295_ERR3274618_cf,prjeb32062,ERR3274618,SAMEA5554295,ERR3274618,,
SAMEA5554299_ERR3274625_cf,prjeb32062,ERR3274625,SAMEA5554299,ERR3274625,,
SAMEA7379574_ERR4661016_cf,prjeb32062,ERR4661016,SAMEA7379574,ERR4661016,,
SAMEA5554303_ERR3274629_cf,prjeb32062,ERR3274629,SAMEA5554303,ERR3274629,,
SAMEA5554288_ERR3274622_cf,prjeb32062,ERR3274622,SAMEA5554288,ERR3274622,,
SAMEA5554291_ERR3274614_cf,prjeb32062,ERR3274614,SAMEA5554291,ERR3274614,,
SAMEA5554311_ERR3274637_cf,prjeb32062,ERR3274637,SAMEA5554311,ERR3274637,,
SAMEA5554292_ERR3274615_cf,prjeb32062,ERR3274615,SAMEA5554292,ERR3274615,,
SAMEA5554289_ERR3274623_cf,prjeb32062,ERR3274623,SAMEA5554289,ERR3274623,,
SAMEA5554297_ERR3274620_cf,prjeb32062,ERR3274620,SAMEA5554297,ERR3274620,,
SAMEA5554301_ERR3274627_cf,prjeb32062,ERR3274627,SAMEA5554301,ERR3274627,,
SAMEA5554306_ERR3274632_cf,prjeb32062,ERR3274632,SAMEA5554306,ERR3274632,,
SAMEA5554310_ERR3274636_cf,prjeb32062,ERR3274636,SAMEA5554310,ERR3274636,,
SAMEA5554307_ERR3274633_cf,prjeb32062,ERR3274633,SAMEA5554307,ERR3274633,,
SAMEA5554287_ERR3274621_cf,prjeb32062,ERR3274621,SAMEA5554287,ERR3274621,,
SAMEA5554300_ERR3274626_cf,prjeb32062,ERR3274626,SAMEA5554300,ERR3274626,,
SAMEA5554302_ERR3274628_cf,prjeb32062,ERR3274628,SAMEA5554302,ERR3274628,,
SAMEA5554296_ERR3274619_cf,prjeb32062,ERR3274619,SAMEA5554296,ERR3274619,,
SAMEA13190782_ERR8978309_cf,prjeb51171,ERR8978309,SAMEA13190782,ERR8978309,,
SAMEA13190794_ERR8978321_cf,prjeb51171,ERR8978321,SAMEA13190794,ERR8978321,,
SAMEA13190780_ERR8978307_cf,prjeb51171,ERR8978307,SAMEA13190780,ERR8978307,,
SAMEA13190793_ERR8978320_cf,prjeb51171,ERR8978320,SAMEA13190793,ERR8978320,,
SAMEA13190816_ERR8978343_cf,prjeb51171,ERR8978343,SAMEA13190816,ERR8978343,,
SAMEA13190820_ERR8978347_cf,prjeb51171,ERR8978347,SAMEA13190820,ERR8978347,,
SAMEA13190779_ERR8978306_cf,prjeb51171,ERR8978306,SAMEA13190779,ERR8978306,,
SAMEA13190752_ERR8978279_cf,prjeb51171,ERR8978279,SAMEA13190752,ERR8978279,,
SAMEA13190767_ERR8978294_cf,prjeb51171,ERR8978294,SAMEA13190767,ERR8978294,,
SAMEA13190744_ERR8978271_cf,prjeb51171,ERR8978271,SAMEA13190744,ERR8978271,,
SAMEA13190759_ERR8978286_cf,prjeb51171,ERR8978286,SAMEA13190759,ERR8978286,,
SAMEA13190819_ERR8978346_cf,prjeb51171,ERR8978346,SAMEA13190819,ERR8978346,,
SAMEA13190809_ERR8978336_cf,prjeb51171,ERR8978336,SAMEA13190809,ERR8978336,,
SAMEA13190814_ERR8978341_cf,prjeb51171,ERR8978341,SAMEA13190814,ERR8978341,,
SAMEA13190753_ERR8978280_cf,prjeb51171,ERR8978280,SAMEA13190753,ERR8978280,,
SAMEA13190763_ERR8978290_cf,prjeb51171,ERR8978290,SAMEA13190763,ERR8978290,,
SAMEA13190754_ERR8978281_cf,prjeb51171,ERR8978281,SAMEA13190754,ERR8978281,,
SAMEA13190805_ERR8978332_cf,prjeb51171,ERR8978332,SAMEA13190805,ERR8978332,,
SAMEA13190777_ERR8978304_cf,prjeb51171,ERR8978304,SAMEA13190777,ERR8978304,,
SAMEA13190792_ERR8978319_cf,prjeb51171,ERR8978319,SAMEA13190792,ERR8978319,,
SAMEA13190768_ERR8978295_cf,prjeb51171,ERR8978295,SAMEA13190768,ERR8978295,,
SAMEA13190765_ERR8978292_cf,prjeb51171,ERR8978292,SAMEA13190765,ERR8978292,,
SAMEA13190781_ERR8978308_cf,prjeb51171,ERR8978308,SAMEA13190781,ERR8978308,,
SAMEA13190770_ERR8978297_cf,prjeb51171,ERR8978297,SAMEA13190770,ERR8978297,,
SAMEA13190807_ERR8978334_cf,prjeb51171,ERR8978334,SAMEA13190807,ERR8978334,,
SAMEA13190775_ERR8978302_cf,prjeb51171,ERR8978302,SAMEA13190775,ERR8978302,,
SAMEA13190760_ERR8978287_cf,prjeb51171,ERR8978287,SAMEA13190760,ERR8978287,,
SAMEA13190797_ERR8978324_cf,prjeb51171,ERR8978324,SAMEA13190797,ERR8978324,,
SAMEA13190811_ERR8978338_cf,prjeb51171,ERR8978338,SAMEA13190811,ERR8978338,,
SAMEA13190776_ERR8978303_cf,prjeb51171,ERR8978303,SAMEA13190776,ERR8978303,,
SAMEA13190788_ERR8978315_cf,prjeb51171,ERR8978315,SAMEA13190788,ERR8978315,,
SAMEA13190795_ERR8978322_cf,prjeb51171,ERR8978322,SAMEA13190795,ERR8978322,,
SAMEA13190772_ERR8978299_cf,prjeb51171,ERR8978299,SAMEA13190772,ERR8978299,,
SAMEA13190766_ERR8978293_cf,prjeb51171,ERR8978293,SAMEA13190766,ERR8978293,,
SAMEA13190751_ERR8978278_cf,prjeb51171,ERR8978278,SAMEA13190751,ERR8978278,,
SAMEA13190817_ERR8978344_cf,prjeb51171,ERR8978344,SAMEA13190817,ERR8978344,,
SAMEA13190771_ERR8978298_cf,prjeb51171,ERR8978298,SAMEA13190771,ERR8978298,,
SAMEA13190815_ERR8978342_cf,prjeb51171,ERR8978342,SAMEA13190815,ERR8978342,,
SAMEA13190786_ERR8978313_cf,prjeb51171,ERR8978313,SAMEA13190786,ERR8978313,,
SAMEA13190790_ERR8978317_cf,prjeb51171,ERR8978317,SAMEA13190790,ERR8978317,,
SAMEA13190742_ERR8978269_cf,prjeb51171,ERR8978269,SAMEA13190742,ERR8978269,,
SAMEA13190806_ERR8978333_cf,prjeb51171,ERR8978333,SAMEA13190806,ERR8978333,,
SAMEA13190798_ERR8978325_cf,prjeb51171,ERR8978325,SAMEA13190798,ERR8978325,,
SAMEA13190778_ERR8978305_cf,prjeb51171,ERR8978305,SAMEA13190778,ERR8978305,,
SAMEA13190743_ERR8978270_cf,prjeb51171,ERR8978270,SAMEA13190743,ERR8978270,,
SAMEA13190756_ERR8978283_cf,prjeb51171,ERR8978283,SAMEA13190756,ERR8978283,,
SAMEA13190745_ERR8978272_cf,prjeb51171,ERR8978272,SAMEA13190745,ERR8978272,,
SAMEA13190773_ERR8978300_cf,prjeb51171,ERR8978300,SAMEA13190773,ERR8978300,,
SAMEA13190769_ERR8978296_cf,prjeb51171,ERR8978296,SAMEA13190769,ERR8978296,,
SAMEA13190804_ERR8978331_cf,prjeb51171,ERR8978331,SAMEA13190804,ERR8978331,,
SAMEA13190750_ERR8978277_cf,prjeb51171,ERR8978277,SAMEA13190750,ERR8978277,,
SAMEA13190818_ERR8978345_cf,prjeb51171,ERR8978345,SAMEA13190818,ERR8978345,,
SAMEA13190803_ERR8978330_cf,prjeb51171,ERR8978330,SAMEA13190803,ERR8978330,,
SAMEA13190808_ERR8978335_cf,prjeb51171,ERR8978335,SAMEA13190808,ERR8978335,,
SAMEA13190757_ERR8978284_cf,prjeb51171,ERR8978284,SAMEA13190757,ERR8978284,,
SAMEA13190783_ERR8978310_cf,prjeb51171,ERR8978310,SAMEA13190783,ERR8978310,,
SAMEA13190774_ERR8978301_cf,prjeb51171,ERR8978301,SAMEA13190774,ERR8978301,,
SAMEA13190758_ERR8978285_cf,prjeb51171,ERR8978285,SAMEA13190758,ERR8978285,,
SAMEA13190796_ERR8978323_cf,prjeb51171,ERR8978323,SAMEA13190796,ERR8978323,,
SAMEA13190787_ERR8978314_cf,prjeb51171,ERR8978314,SAMEA13190787,ERR8978314,,
SAMEA13190810_ERR8978337_cf,prjeb51171,ERR8978337,SAMEA13190810,ERR8978337,,
SAMEA13190761_ERR8978288_cf,prjeb51171,ERR8978288,SAMEA13190761,ERR8978288,,
SAMEA13190800_ERR8978327_cf,prjeb51171,ERR8978327,SAMEA13190800,ERR8978327,,
SAMEA13190791_ERR8978318_cf,prjeb51171,ERR8978318,SAMEA13190791,ERR8978318,,
SAMN39080224_SRR27326967_cf,prjna1055940,SRR27326967,SAMN39080224,SRR27326967,,
SAMN39080237_SRR27326953_cf,prjna1055940,SRR27326953,SAMN39080237,SRR27326953,,
SAMN39080223_SRR27326968_cf,prjna1055940,SRR27326968,SAMN39080223,SRR27326968,,
SAMN39080257_SRR27326922_cf,prjna1055940,SRR27326922,SAMN39080257,SRR27326922,,
SAMN39080226_SRR27326965_cf,prjna1055940,SRR27326965,SAMN39080226,SRR27326965,,
SAMN39080249_SRR27326930_cf,prjna1055940,SRR27326930,SAMN39080249,SRR27326930,,
SAMN39080254_SRR27326925_cf,prjna1055940,SRR27326925,SAMN39080254,SRR27326925,,
SAMN39080225_SRR27326966_cf,prjna1055940,SRR27326966,SAMN39080225,SRR27326966,,
SAMN39080217_SRR27326939_cf,prjna1055940,SRR27326939,SAMN39080217,SRR27326939,,
SAMN39080221_SRR27326970_cf,prjna1055940,SRR27326970,SAMN39080221,SRR27326970,,
SAMN39080222_SRR27326969_cf,prjna1055940,SRR27326969,SAMN39080222,SRR27326969,,
SAMN39080220_SRR27326971_cf,prjna1055940,SRR27326971,SAMN39080220,SRR27326971,,
SAMN39080253_SRR27326926_cf,prjna1055940,SRR27326926,SAMN39080253,SRR27326926,,
SAMN39080255_SRR27326924_cf,prjna1055940,SRR27326924,SAMN39080255,SRR27326924,,
SAMN39080252_SRR27326927_cf,prjna1055940,SRR27326927,SAMN39080252,SRR27326927,,
SAMN39080251_SRR27326928_cf,prjna1055940,SRR27326928,SAMN39080251,SRR27326928,,
SAMN39080256_SRR27326923_cf,prjna1055940,SRR27326923,SAMN39080256,SRR27326923,,
SAMN39080250_SRR27326929_cf,prjna1055940,SRR27326929,SAMN39080250,SRR27326929,,
SAMN39080268_SRR27326942_cf,prjna1055940,SRR27326942,SAMN39080268,SRR27326942,,
SAMN39080248_SRR27326931_cf,prjna1055940,SRR27326931,SAMN39080248,SRR27326931,,
SAMN39080218_SRR27326973_cf,prjna1055940,SRR27326973,SAMN39080218,SRR27326973,,
SAMN39080219_SRR27326972_cf,prjna1055940,SRR27326972,SAMN39080219,SRR27326972,,
SAMN28534929_SRR19277170_cf,prjna839435,SRR19277170,SAMN28534929,SRR19277170,,
SAMN28534930_SRR19277169_cf,prjna839435,SRR19277169,SAMN28534930,SRR19277169,,
SAMN28534926_SRR19277175_cf,prjna839435,SRR19277175,SAMN28534926,SRR19277175,,
SAMN28534931_SRR19277168_cf,prjna839435,SRR19277168,SAMN28534931,SRR19277168,,
SAMN28534927_SRR19277174_cf,prjna839435,SRR19277174,SAMN28534927,SRR19277174,,
SAMN28534936_SRR19277173_cf,prjna839435,SRR19277173,SAMN28534936,SRR19277173,,
SAMN28534932_SRR19277167_cf,prjna839435,SRR19277167,SAMN28534932,SRR19277167,,
SAMN28534937_SRR19277172_cf,prjna839435,SRR19277172,SAMN28534937,SRR19277172,,
SAMN28534928_SRR19277171_cf,prjna839435,SRR19277171,SAMN28534928,SRR19277171,,
SAMN28534934_SRR19277165_cf,prjna839435,SRR19277165,SAMN28534934,SRR19277165,,
SAMN28534933_SRR19277166_cf,prjna839435,SRR19277166,SAMN28534933,SRR19277166,,
SAMN28534935_SRR19277164_cf,prjna839435,SRR19277164,SAMN28534935,SRR19277164,,
SAMN28902392_SRR19579643_cf,prjna846291,SRR19579643,SAMN28902392,SRR19579643,,
SAMN28902385_SRR19579651_cf,prjna846291,SRR19579651,SAMN28902385,SRR19579651,,
SAMN28902402_SRR19579632_cf,prjna846291,SRR19579632,SAMN28902402,SRR19579632,,
SAMN28902401_SRR19579633_cf,prjna846291,SRR19579633,SAMN28902401,SRR19579633,,
SAMN28902453_SRR19579608_cf,prjna846291,SRR19579608,SAMN28902453,SRR19579608,,
SAMN28902362_SRR19579617_cf,prjna846291,SRR19579617,SAMN28902362,SRR19579617,,
SAMN28902368_SRR19579669_cf,prjna846291,SRR19579669,SAMN28902368,SRR19579669,,
SAMN28902395_SRR19579640_cf,prjna846291,SRR19579640,SAMN28902395,SRR19579640,,
SAMN28902364_SRR19579589_cf,prjna846291,SRR19579589,SAMN28902364,SRR19579589,,
SAMN28902372_SRR19579665_cf,prjna846291,SRR19579665,SAMN28902372,SRR19579665,,
SAMN28902386_SRR19579649_cf,prjna846291,SRR19579649,SAMN28902386,SRR19579649,,
SAMN28902413_SRR19579620_cf,prjna846291,SRR19579620,SAMN28902413,SRR19579620,,
SAMN28902418_SRR19579614_cf,prjna846291,SRR19579614,SAMN28902418,SRR19579614,,
SAMN28902379_SRR19579657_cf,prjna846291,SRR19579657,SAMN28902379,SRR19579657,,
SAMN28902412_SRR19579621_cf,prjna846291,SRR19579621,SAMN28902412,SRR19579621,,
SAMN28902452_SRR19579609_cf,prjna846291,SRR19579609,SAMN28902452,SRR19579609,,
SAMN28902407_SRR19579626_cf,prjna846291,SRR19579626,SAMN28902407,SRR19579626,,
SAMN28902417_SRR19579615_cf,prjna846291,SRR19579615,SAMN28902417,SRR19579615,,
SAMN28902399_SRR19579635_cf,prjna846291,SRR19579635,SAMN28902399,SRR19579635,,
SAMN28902437_SRR19579587_cf,prjna846291,SRR19579587,SAMN28902437,SRR19579587,,
SAMN28902383_SRR19579653_cf,prjna846291,SRR19579653,SAMN28902383,SRR19579653,,
SAMN28902432_SRR19579593_cf,prjna846291,SRR19579593,SAMN28902432,SRR19579593,,
SAMN28902426_SRR19579599_cf,prjna846291,SRR19579599,SAMN28902426,SRR19579599,,
SAMN28902376_SRR19579660_cf,prjna846291,SRR19579660,SAMN28902376,SRR19579660,,
SAMN28902393_SRR19579642_cf,prjna846291,SRR19579642,SAMN28902393,SRR19579642,,
SAMN28902359_SRR19579650_cf,prjna846291,SRR19579650,SAMN28902359,SRR19579650,,
SAMN28902358_SRR19579661_cf,prjna846291,SRR19579661,SAMN28902358,SRR19579661,,
SAMN28902447_SRR19579576_cf,prjna846291,SRR19579576,SAMN28902447,SRR19579576,,
SAMN28902403_SRR19579631_cf,prjna846291,SRR19579631,SAMN28902403,SRR19579631,,
SAMN28902370_SRR19579667_cf,prjna846291,SRR19579667,SAMN28902370,SRR19579667,,
SAMN28902361_SRR19579628_cf,prjna846291,SRR19579628,SAMN28902361,SRR19579628,,
SAMN28902373_SRR19579664_cf,prjna846291,SRR19579664,SAMN28902373,SRR19579664,,
SAMN28902384_SRR19579652_cf,prjna846291,SRR19579652,SAMN28902384,SRR19579652,,
SAMN28902419_SRR19579607_cf,prjna846291,SRR19579607,SAMN28902419,SRR19579607,,
SAMN28902357_SRR19579672_cf,prjna846291,SRR19579672,SAMN28902357,SRR19579672,,
SAMN28902444_SRR19579580_cf,prjna846291,SRR19579580,SAMN28902444,SRR19579580,,
SAMN28902442_SRR19579582_cf,prjna846291,SRR19579582,SAMN28902442,SRR19579582,,
SAMN28902434_SRR19579591_cf,prjna846291,SRR19579591,SAMN28902434,SRR19579591,,
SAMN28902439_SRR19579585_cf,prjna846291,SRR19579585,SAMN28902439,SRR19579585,,
SAMN28902375_SRR19579662_cf,prjna846291,SRR19579662,SAMN28902375,SRR19579662,,
SAMN28902381_SRR19579655_cf,prjna846291,SRR19579655,SAMN28902381,SRR19579655,,
SAMN28902438_SRR19579586_cf,prjna846291,SRR19579586,SAMN28902438,SRR19579586,,
SAMN28902371_SRR19579666_cf,prjna846291,SRR19579666,SAMN28902371,SRR19579666,,
SAMN28902421_SRR19579605_cf,prjna846291,SRR19579605,SAMN28902421,SRR19579605,,
SAMN28902406_SRR19579627_cf,prjna846291,SRR19579627,SAMN28902406,SRR19579627,,
SAMN28902427_SRR19579598_cf,prjna846291,SRR19579598,SAMN28902427,SRR19579598,,
SAMN28902416_SRR19579616_cf,prjna846291,SRR19579616,SAMN28902416,SRR19579616,,
SAMN28902389_SRR19579646_cf,prjna846291,SRR19579646,SAMN28902389,SRR19579646,,
SAMN28902435_SRR19579590_cf,prjna846291,SRR19579590,SAMN28902435,SRR19579590,,
SAMN28902445_SRR19579579_cf,prjna846291,SRR19579579,SAMN28902445,SRR19579579,,
SAMN28902436_SRR19579588_cf,prjna846291,SRR19579588,SAMN28902436,SRR19579588,,
SAMN28902367_SRR19579670_cf,prjna846291,SRR19579670,SAMN28902367,SRR19579670,,
SAMN28902405_SRR19579629_cf,prjna846291,SRR19579629,SAMN28902405,SRR19579629,,
SAMN28902366_SRR19579671_cf,prjna846291,SRR19579671,SAMN28902366,SRR19579671,,
SAMN28902415_SRR19579618_cf,prjna846291,SRR19579618,SAMN28902415,SRR19579618,,
SAMN28902400_SRR19579634_cf,prjna846291,SRR19579634,SAMN28902400,SRR19579634,,
SAMN28902448_SRR19579613_cf,prjna846291,SRR19579613,SAMN28902448,SRR19579613,,
SAMN28902380_SRR19579656_cf,prjna846291,SRR19579656,SAMN28902380,SRR19579656,,
SAMN28902424_SRR19579602_cf,prjna846291,SRR19579602,SAMN28902424,SRR19579602,,
SAMN28902378_SRR19579658_cf,prjna846291,SRR19579658,SAMN28902378,SRR19579658,,
SAMN28902441_SRR19579583_cf,prjna846291,SRR19579583,SAMN28902441,SRR19579583,,
SAMN28902428_SRR19579597_cf,prjna846291,SRR19579597,SAMN28902428,SRR19579597,,
SAMN28902396_SRR19579638_cf,prjna846291,SRR19579638,SAMN28902396,SRR19579638,,
SAMN28902387_SRR19579648_cf,prjna846291,SRR19579648,SAMN28902387,SRR19579648,,
SAMN28902425_SRR19579601_cf,prjna846291,SRR19579601,SAMN28902425,SRR19579601,,
SAMN28902356_SRR19579673_cf,prjna846291,SRR19579673,SAMN28902356,SRR19579673,,
SAMN28902390_SRR19579645_cf,prjna846291,SRR19579645,SAMN28902390,SRR19579645,,
SAMN28902374_SRR19579663_cf,prjna846291,SRR19579663,SAMN28902374,SRR19579663,,
SAMN28902391_SRR19579644_cf,prjna846291,SRR19579644,SAMN28902391,SRR19579644,,
SAMN28902382_SRR19579654_cf,prjna846291,SRR19579654,SAMN28902382,SRR19579654,,
SAMN28902449_SRR19579612_cf,prjna846291,SRR19579612,SAMN28902449,SRR19579612,,
SAMN28902369_SRR19579668_cf,prjna846291,SRR19579668,SAMN28902369,SRR19579668,,
SAMN28902422_SRR19579604_cf,prjna846291,SRR19579604,SAMN28902422,SRR19579604,,
SAMN28902409_SRR19579624_cf,prjna846291,SRR19579624,SAMN28902409,SRR19579624,,
SAMN28902440_SRR19579584_cf,prjna846291,SRR19579584,SAMN28902440,SRR19579584,,
SAMN28902423_SRR19579603_cf,prjna846291,SRR19579603,SAMN28902423,SRR19579603,,
SAMN28902450_SRR19579611_cf,prjna846291,SRR19579611,SAMN28902450,SRR19579611,,
